SampleID,SampleType,Study,A.clavatus,A.fumigatus,A.glaucus,A.heteromorphus,A.mulundensis,A.niger,A.novofumigatus,A.steynii,A.nidulans,A.terreus,A.pseudoglaucus,A.aculeatinus,A.awamori,A.welwitschiae,Aureobasidium.pullulans,Cercospora.beticola,Zasmidium.cellare,Acidomyces.richmondensis,Coniosporium.apollinis,Dothidotthia.symphoricarpi,Parastagonospora.nodorum,Pyrenophora.teres,Pyrenophora.tritici.repentis,Exophiala.xenobiotica,Penicillium.arizonense,Penicillium.digitatum,Byssochlamys.spectabilis,Talaromyces.pinophilus,Hyaloscypha.bicolor,Botrytis.cinerea,Candida.parapsilosis,Clavispora.lusitaniae,Kluyveromyces.marxianus,Trichoderma.asperellum,Trichoderma.atroviride,Phaeoacremonium.minimum,Taphrina.deformans,Agaricus.bisporus,Hebeloma.cylindrosporum,Tricholomella.constricta,Armillaria.ostoyae,Pleurotus.ostreatus,Schizophyllum.commune,Paxillus.involutus,Serpula.lacrymans,Gloeophyllum.trabeum,Neolentinus.lepideus,Postia.placenta,Grifola.frondosa,Phlebia.radiata,Fibroporia.radiculosa,Polyporus.grammocephalus,Trametes.hirsuta,Trametes.versicolor,Heterobasidion.irregulare,Stereum.hirsutum,Tilletiopsis.washingtonensis,Acaromyces.ingoldii,Pseudomicrostroma.glucosiphilum,Malassezia.globosa,Malassezia.restricta,Malassezia.sympodialis,Puccinia.triticina,Wallemia.mellicola,Rhizophagus.irregularis,Aureobasidium.namibiae,Candida.dubliniensis,Candida.orthopsilosis,Millerozyma.farinosa,Spathaspora.passalidarum,Cyberlindnera.jadinii,Dichomitus.squalens,Meira.miltonrushii,Coprinopsis.cinerea,Ganoderma.boninense,Kockovaella.imperatae,Lasiodiplodia.theobromae,Wolfiporia.cocos,Corynespora.cassiicola,Bipolaris.maydis,Bipolaris.oryzae,Bipolaris.sorokiniana,Penicillium.oxalicum,Pestalotiopsis.fici,Trichosporon.asahii,Pseudozyma.hubeiensis
HSCA142,Indoor air,Vancouver,0.4403004,0.4921005,0.9065009,0.3367003,0.3626004,0.2590003,0.4144004,0.984201,0,0.7770008,0,0,0,0,1.8648019,0.2072002,1.4245014,0.9065009,0.5957006,0.2072002,0.3367003,0.1813002,0.2331002,0.5439005,1.6058016,0.5698006,1.2950013,0.1036001,1.4763015,2.4087024,0.2590003,0.0518001,0.0259,0.1554002,0.2331002,0.4662005,0.1036001,1.0878011,1.1914012,0,0.6216006,0.5180005,0.7770008,0.4403004,1.6576017,1.2691013,1.3209013,2.8749029,1.994302,0.1554002,1.2173012,0.1036001,0.0777001,12.2766123,12.6133126,17.042217,0.4144004,0.6475006,0.3367003,6.7599068,9.2204092,3.4188034,0.1036001,1.3727014,0.2590003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA143,Outdoor air,Vancouver,0.383016,0.4705625,0.7550886,0.4049026,0.3611293,0.1313198,0.1641497,0.6565988,0,0.6347122,0,0,0,0,0.4486759,0.1313198,0.7879186,0.6347122,0.1532064,0.0984898,0.4377325,0.175093,0.175093,0.1860363,1.5758372,0.4486759,0.6347122,0.0875465,1.1271613,0.9739549,0.0437733,0,0.0766032,0.1094331,0.1532064,0.207923,0.0875465,1.1599912,1.3022543,0,0.7879186,0.7222587,0.8645218,0.4815058,2.3090392,1.6086671,1.2365944,4.3663821,2.615452,0.4705625,1.7947034,0.1532064,0.1313198,22.1273802,21.9632305,19.3587218,0.1860363,0.6128256,0.4486759,0.6018822,0.6675421,0.1969796,0.1203764,0.766032,0.2298096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA145,Surfaces,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6277651,0,0,0,0,0,0.6864989,0.1525553,0.5339436,0,0,0,0,0,0,2.6697178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2967201,2.1357742,5.3394355,0,0,0,41.495042,38.0625477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA15,Indoor air,Vancouver,0.052126,0.0595726,0.104252,0.1936108,0.0893589,0.0446794,0.0893589,0.1265917,0,0.1638246,0,0,0,0,1.1467719,0.2680766,1.9584481,1.422295,0.208504,0.2457368,0.6552982,0.1340383,0.3946683,0.1265917,0.4393477,0.156378,0.156378,0.0223397,0.3723285,3.8796634,0.0148931,0.00745,0,0.0223397,0.104252,0.0968054,0.052126,1.5488867,1.1244322,0,0.6999777,6.3742647,0.3797751,0.6106188,1.2957033,1.1244322,0.6106188,8.0422965,2.3233301,0.6776379,2.3680095,0.0595726,0.0297863,1.8541961,37.3743391,1.5414402,3.4998883,0.7669968,0.3946683,6.3370318,7.4986969,0.1787177,0.0744657,0.2531834,0.1489314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA16,Outdoor air,Vancouver,0.1127502,0.1409377,0.1503336,0.2630837,0.1033543,0.0751668,0.1033543,0.1597294,0,0.1597294,0,0,0,0,1.0241473,0.2348962,1.4093771,1.1275016,0.2255003,0.3946256,1.287231,0.3006671,0.4791882,0.1503336,0.4228131,0.1691252,0.1691252,0,0.4603965,5.9475712,0.0094,0.0469792,0.0187917,0.0563751,0.0751668,0.0845626,0.122146,1.8509819,2.1046697,0,0.920793,3.072442,0.7516678,1.1181058,2.3395659,1.4845438,1.0335432,6.8683642,3.8898807,1.2496477,2.9409001,0.1315419,0.0751668,2.2550033,44.6960443,2.0388988,3.3449215,0.7516678,0.7704595,0.1033543,0.0563751,0.0845626,0.1785211,0.244292,0.1597294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA18,Surfaces,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3994083,0,0,0,0,0,3.6242604,1.4792899,1.183432,0,0,0,0,0,0,13.0177515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4763314,23.2248521,7.3964497,0,0,0,5.3254438,10.8727811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA3,Indoor air,Vancouver,0.0679232,0.0339616,0.1018849,0.3735779,0.0679232,0.0169808,0.0509424,0.1018849,0,0.1528273,0,0,0,0,2.0886398,0.0509424,0.5943284,0.62829,0.4754627,0.1358465,0.3735779,0.3226354,0.2377314,0.2377314,0.1358465,0.1358465,0.271693,0.0679232,0.6452708,1.7829852,0.1018849,0,0.0509424,0.0509424,0.1528273,0.1358465,0.1188657,2.6999491,2.343352,0,1.986755,1.7660044,1.9018509,1.4943114,4.3470878,2.5471218,1.7660044,6.1470538,5.2131092,1.7829852,3.0056037,0.1528273,0.2547122,13.1261674,8.9998302,19.3920869,1.8678893,0.3735779,0.6113092,3.7018169,3.5999321,0.2547122,0.0679232,0.543386,0.2886738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA34,Indoor air,Vancouver,0.1311475,0.1748634,0.0874317,0.2404372,0.1530055,0.0655738,0.2185792,0.4590164,0,22.7978142,0,0,0,0,1.9672131,0.0655738,0.6994536,0.4808743,0.4590164,0.1311475,0.5027322,0.1311475,0.1748634,0.3060109,0.6557377,0.2185792,0.3060109,0.0437158,1.136612,2.295082,0.0437158,0.0218579,0.1311475,0.0655738,0.0655738,0.3497268,0.2404372,0.7650273,0.9398907,0,0.852459,0.4590164,0.3060109,0.5027322,1.420765,1.136612,0.7431694,2.1202186,1.6830601,0.1967213,1.2021858,0.1311475,0.0437158,9.0491803,6.2513661,24.9398907,0.284153,0.5464481,0.6775956,2.2076503,8.1530055,0.0655738,0.1748634,0.1530055,0.1748634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA35,Outdoor air,Vancouver,0.072338,0.072338,0.1157407,0.2025463,0.0868056,0.1302083,0.0289352,0.2314815,0,0.1880787,0,0,0,0,1.0416667,0.1591435,0.8246528,0.9982639,0.5931713,0.1880787,0.2025463,0.0868056,0.0868056,0.5208333,0.3472222,0.0578704,0.318287,0.0144676,1.6203704,7.5376157,0.0434028,0.0578704,0,0.0578704,0.072338,0.5353009,0.318287,1.2586806,1.4178241,0.0144676,1.1140046,0.8825231,0.9693287,0.5787037,2.3003472,1.4756944,1.1429398,2.2135417,2.271412,0.6944444,1.2297454,0.1446759,0.072338,7.8414352,7.2337963,47.6417824,0.318287,0.5642361,1.0706019,0.1012731,0.0578704,0.072338,0.0144676,0.1591435,0.3327546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA4,Outdoor air,Vancouver,0.0696088,0.055687,0.0139218,0.2645134,0.0974523,0.0835306,0.0278435,0.1252958,0,0.1113741,0,0,0,0,0.3202005,0.1113741,0.4315746,0.2784352,0.0835306,0.0974523,0.2088264,0.1252958,0.0696088,0.0974523,0.3062787,0.0417653,0.1113741,0.055687,0.9884449,4.4131978,0,0.0278435,0.0278435,0.0696088,0.0974523,0.2784352,0.1113741,2.9096478,3.4108311,0.0278435,2.7843519,2.3249339,2.1021857,1.6706112,4.7890853,3.4386746,2.6172908,5.9724349,5.4851733,1.6845329,3.1323959,0.2784352,0.1392176,7.9910901,14.2280384,23.0961994,0.8353056,0.3758875,0.751775,0.0139218,0.055687,0.1113741,0.0696088,0.1949046,0.3062787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA41,Indoor air,Vancouver,0.0463607,0.0231803,0,0.1970329,0.0579509,0.1043115,0.0231803,0.0463607,0,0.1043115,0,0,0,0,0.2665739,0.0231803,0.1274919,0.069541,0.069541,0.0231803,0.0231803,0.0231803,0.0463607,0.0347705,0.0811312,0.0231803,0.1274919,0,0.2549838,0.0927214,0.3824757,0.0579509,0,0.0463607,0,0.0463607,0.0811312,3.0713955,3.1641168,0.0463607,1.3444599,2.0862309,1.8428373,1.1706073,4.8446917,3.106166,2.3991655,4.0217895,4.9374131,2.6425591,2.2484933,0.1970329,0.336115,27.8164117,7.1859064,16.7362077,0.3013445,0.3824757,0.7765415,0.741771,5.2387575,0.2665739,0.1274919,0.2086231,0.2549838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA42,Outdoor air,Vancouver,0.00928,0.0278526,0.0185684,0.0928419,0.0464209,0.0278526,0.0464209,0.0649893,0,0.0649893,0,0,0,0,0.1856838,0.0464209,0.1206945,0.2042522,0.2321047,0.0742735,0.0742735,0.0649893,0.0278526,0.0928419,0.0742735,0.0371368,0.1299786,0,0.7241667,0.5941881,0.00928,0.0185684,0.0185684,0.0371368,0.0557051,0.1671154,0.0928419,2.0239532,2.4510259,0.0278526,1.2162288,2.2467737,1.8754062,0.881998,2.7574041,2.0518058,1.7547117,3.2216136,3.6208337,2.9245195,1.8382694,0.2878099,0.343515,21.4928976,14.8175657,28.5767338,0.2785257,0.3806518,0.6313249,0.0742735,0.0742735,0.1392628,0.0835577,0.2321047,0.2135363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA56,Indoor air,Vancouver,0.0636862,0.331168,0.1273723,0.2165329,0.0382117,0.0254745,0.0254745,0.0891606,0,0.0636862,0,0,0,0,0.6113871,0.0254745,0.165584,0.165584,0.0891606,0.0764234,1.6940517,0.2037957,0.3821169,0.0764234,0.1018978,0.0636862,0.1018978,0.0127372,0.6368615,0.1910585,0.0254745,0,0.0382117,0.0764234,0.165584,0.1018978,0.0636862,4.5599287,5.3241625,0.0509489,3.2479939,2.7385046,3.1333588,2.4200739,7.5786524,3.8848554,3.2989428,8.1263533,6.9290536,2.5856579,3.7447459,0.1910585,0.2037957,6.3940899,19.0548975,6.9672653,0.4840148,0.6113871,0.6750732,0.1528468,0.5859126,0.1528468,0.0891606,0.4458031,0.3184308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA57,Outdoor air,Vancouver,0.0147384,0.7221813,0.3684598,0.2063375,0.0589536,0.0147384,0.0589536,0.2210759,0,0.0442152,0,0,0,0,1.0022108,0.1031688,0.3831982,0.3537214,0.1326455,0.1768607,4.6131172,0.7811349,0.6042741,0.1031688,0.1768607,0,0.1473839,0,0.560059,2.2254974,0.0147384,0.0147384,0,0.0442152,0.0147384,0.1179071,0.0589536,2.2991894,3.9646279,0.0442152,3.3456153,1.4443626,1.3411938,1.5770081,6.2785556,2.5497421,2.0633751,5.0405306,4.9963154,2.0781135,2.8592483,0.2800295,0.1031688,4.9226234,30.4937362,6.4996315,1.1348563,0.2947679,0.6190125,0.073692,0.1179071,0.0884304,1.2380251,0.560059,0.3537214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA65,Indoor air,Vancouver,0.0475172,0.0475172,0.2851033,0.1306724,0.0712758,0.0356379,0.0118793,0.0950344,0,0.0475172,0,0,0,0,0.6652411,0.0237586,0.3563792,0.1306724,0.0712758,0.1187931,5.3100499,0.3682585,0.7959135,0.1069138,0.273224,0.1187931,0.0950344,0.0118793,0.3444999,0.1663103,0.0237586,0.0237586,0.0118793,0.0237586,0.0118793,0.0831551,0.0475172,2.3639819,2.9817059,0.0475172,4.0864813,1.1285341,1.6631029,1.2473272,4.537895,2.3045854,1.9363269,4.6448087,4.8942742,1.6631029,2.6253267,0.154431,0.2138275,16.1320979,14.195771,14.3383226,1.2710858,0.308862,0.6889998,1.009741,4.1696365,0.6533618,0.4157757,0.1781896,0.1900689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA66,Outdoor air,Vancouver,0.0415225,0.0415225,0.6089965,0.2076125,0.1245675,0.0553633,0.0276817,0.16609,0,0.0692042,0,0,0,0,1.467128,0.0968858,0.5536332,0.3321799,0.1107266,0.3460208,11.1695502,0.8858131,2.5467128,0.0968858,0.0968858,0.0415225,0.16609,0.0138408,0.3875433,0.6089965,0.0138408,0.0276817,0,0.0692042,0.0692042,0.083045,0.1799308,2.2145329,3.0588235,0.0553633,6.7681661,1.2871972,1.0519031,1.2318339,3.9446367,1.7301038,1.6608997,3.2525952,3.5570934,1.1903114,2.0346021,0.2076125,0.0968858,7.8200692,17.550173,15.7231834,2.3529412,0.2352941,0.6089965,0.0415225,0.0968858,0.0968858,1.0519031,0.16609,0.2076125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA7,Surfaces,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7927928,0,0,0,0,0,1.2612613,5.6756757,5.3153153,0,0,0,0,0,0,7.9279279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7297297,18.8288288,4.6846847,0,0,0,4.8648649,8.9189189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA74,Indoor air,Vancouver,0.0724848,0.1449696,0.8553204,0.1449696,0.1739635,0.2029574,0.0724848,1.2757321,0,0.1159756,0,0,0,0,1.2902291,0.0434909,0.637866,0.4204117,0.2464482,0.2899391,5.3348797,0.637866,0.7828356,0.0579878,0.1014787,0.1159756,0.1884604,0,0.8408234,0.33343,0.2174543,0.0289939,0.0434909,0.1159756,0.0724848,0.2174543,0.2029574,1.8266164,2.1600464,0,1.1742534,0.7828356,1.1452595,0.8263265,3.0443607,1.4641925,1.2467382,3.0443607,3.5082633,0.7828356,1.6671499,0.0289939,0.0434909,15.0623369,15.1203247,18.3386489,1.8556103,0.2899391,0.6088721,3.3198028,6.4801392,0.4783995,0.1594665,0.1014787,0.1594665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA75,Outdoor air,Vancouver,0.0857339,0.0685871,0.9773663,0.1886145,0.0171468,0.1200274,0.0171468,0.8230453,0,0.2572016,0,0,0,0,1.2174211,0.0685871,0.4801097,0.5658436,0.4115226,0.2229081,6.0185185,0.617284,0.617284,0.1028807,0.2057613,0.0685871,0.1371742,0.0685871,0.6515775,0.617284,0.3257888,0.0514403,0.0171468,0.0685871,0.1028807,0.1886145,0.1028807,1.8175583,1.9375857,0,1.3203018,0.8916324,1.148834,1.0802469,2.9663923,1.9547325,1.0973937,3.0006859,3.2407407,0.5144033,1.7146776,0.0685871,0.0685871,15.0205761,15.0034294,18.5013717,2.0576132,0.2572016,0.5486968,3.0864198,6.361454,0.4115226,0.1371742,0.1371742,0.1714678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA88,Indoor air,Vancouver,0.3787879,0.3030303,1.2121212,0.1515152,0.1515152,0.0757576,0.0757576,0.530303,0,0.2272727,0,0,0,0,1.5909091,0.1515152,2.5,2.7272727,1.2121212,0.6060606,1.4393939,0.3030303,0.4545455,1.5151515,0.3030303,0.2272727,0.8333333,0,0,1.0606061,0.3030303,0.0757576,0,0.0757576,0.1515152,0.3787879,1.5909091,0.0757576,0.3787879,0,0.3030303,0.6060606,0.3787879,0,0.6060606,0,0.2272727,0.6818182,0.530303,0.1515152,0.0757576,0,0,1.0606061,3.1060606,2.1212121,1.2121212,2.5757576,2.2727273,31.5909091,22.9545455,6.969697,0.3030303,0.8333333,0.3787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA89,Outdoor air,Vancouver,0.2403846,0.2403846,1.6826923,0.8012821,0.3205128,0.4807692,0.400641,0.4807692,0,0.4807692,0,0,0,0,3.7660256,0.2403846,5.2083333,4.0064103,2.2435897,0.4807692,1.6025641,0.400641,0.7211538,3.2051282,1.1217949,0.3205128,1.4423077,0,0.7211538,2.6442308,1.3621795,0.1602564,0,0.1602564,0.0801282,0.8012821,5.6891026,0.2403846,0.4807692,0,0.4807692,0.7211538,0.400641,0.8814103,0.7211538,0.1602564,0.5608974,0.1602564,0.3205128,0.1602564,0.3205128,0.0801282,0,2.1634615,7.0512821,3.525641,1.2820513,3.3653846,5.9294872,14.7435897,10.9775641,2.0032051,0.400641,0.6410256,0.7211538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA90,Surfaces,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2127108,0,0,0,0,0,11.0894942,2.464332,5.0583658,0,0,0,0,0,0,4.3450065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.457847,19.7146563,19.7795071,0,0,0,9.7924773,4.0856031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA91,Surfaces,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.042077,0,0,0,0,0,10.87735,2.0590868,4.1629364,0,0,0,0,0,0,3.6705461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4449418,24.8880931,20.5908684,0,0,0,10.6535363,4.610564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA92,Surfaces,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5555556,0,0,0,0,0,5.5882353,0.8496732,2.4509804,0,0,0,0,0,0,3.0392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6928105,33.496732,20.9803922,0,0,0,14.6732026,4.6732026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA95,Indoor air,Vancouver,0.0154416,0.0257361,0.097797,0.0669137,0.0205888,0.0205888,0.0257361,0.0463249,0,0.0772082,0,0,0,0,0.097797,0.0102944,0.0566193,0.0617665,0.0463249,0.0360305,0.0823554,0.0463249,0.0205888,0.0360305,0.0411777,0.0154416,0.0823554,0.00515,0.1904468,0.1338275,0.0102944,0.0102944,0.0205888,0.0154416,0.0360305,0.0926498,0.0360305,0.7206094,0.8904674,0.0205888,0.5301627,0.4529545,2.4037472,0.4272184,1.2559193,1.2816553,0.6897262,1.6059296,2.033148,0.7309039,0.9007618,0.0720609,0.3088326,51.2713609,2.7280214,28.1295038,0.097797,0.1750051,0.3088326,0.3705991,0.7463455,0.0514721,0.0360305,0.0669137,0.1132386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA96,Outdoor air,Vancouver,0.0217092,0.0217092,0.3907663,0.1013098,0.0289457,0.0144728,0.0434185,0.0506549,0,0.0506549,0,0,0,0,0.3256386,0.0361821,0.2026196,0.1881468,0.1447283,0.1085462,0.1447283,0.1085462,0.0361821,0.0434185,0.0361821,0.0144728,0.086837,0,0.4558941,0.4776033,0.00724,0.00724,0.0144728,0.086837,0.0289457,0.3907663,0.0578913,1.0926985,0.9913887,0.0144728,0.6078587,0.9045517,3.307041,0.5137854,1.5703018,1.1867718,0.9769158,1.6643751,2.3228888,1.2518996,1.0058615,0.2532745,0.419712,39.2503075,2.4893263,35.0387148,0.2460381,0.2460381,0.4269484,0.0217092,0.0578913,0.0506549,0.0434185,0.123019,0.1953832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSCA97,Surfaces,Vancouver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1674118,0,0,0,0,0,0.496771,0.2483855,0.2980626,0,0,0,0,0,0,1.2170889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.95231,2.6577248,39.7665176,0,0,0,3.6264282,8.5692996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
